Title,Category,Description,Specifications,SKU,Original Price,Sale Price,Availability,URL,Images_URL,Gender
Sekonda Celeste Starlet Ladies Watch | Silver Alloy Case & Bracelet with Silver Dial | 40594,DRESS,"The watch has a round, ion-plated silver alloy case with a silver glitter dial, stone set with 130 crystals. The watch is fastened with an ion-plated silver brass semi-bangle bracelet, embellished with over 130 crystals.","Model 40594
 Round, ion-plated silver alloy case 
 
 Stone set, silver glitter dial. 
 
 Ion-plated silver brass, stone set semi-bangle bracelet. 
 266 crystals 
 
 Jewellery clasp 
 
 Min strap length blue: 100mm 
 
 Max strap length: 191mm 
 
 2 year guarantee",40594,74.99,36.99,in_stock,https://www.sekonda.com/p/sekonda-celeste-starlet-ladies-watch-silver-alloy-case-bracelet-with-silver-dial-40594,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40594_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40594_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40594_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40594_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40594_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40594_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_35.jpg",Ladies
Sekonda Celeste Starlet Ladies Watch | Silver Alloy Case & Bracelet with Blue Dial | 40595,DRESS,"The watch has a round, ion-plated silver alloy case with a blue glitter dial, stone set with 130 crystals. The watch is fastened with an ion-plated silver brass semi-bangle bracelet, embellished with over 130 crystals.","Model 40595
 Round, ion-plated silver alloy case 
 
 Stone set, blue glitter dial. 
 
 Ion-plated silver brass, stone set semi-bangle bracelet. 
 266 crystals 
 
 Jewellery clasp 
 
 Min strap length blue: 100mm 
 
 Max strap length: 191mm 
 
 2 year guarantee",40595,74.99,36.99,in_stock,https://www.sekonda.com/p/sekonda-celeste-starlet-ladies-watch-silver-alloy-case-bracelet-with-blue-dial-40595,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40595_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40595_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40595_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40595_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40595_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40595_FRONT.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_sb205_flatlay_125.jpg",Ladies
Sekonda Celeste Starlet Ladies Watch | Silver Alloy Case & Bracelet with Pink Dial | 40596,DRESS,"The watch has a round, ion-plated silver alloy case with a pink glitter dial, stone set with 130 crystals. The watch is fastened with an ion-plated silver brass semi-bangle bracelet, embellished with over 130 crystals.","Model 40596
 Round, ion-plated silver alloy case 
 
 Stone set, pink glitter dial. 
 
 Ion-plated silver brass, stone set semi-bangle bracelet. 
 266 crystals 
 
 Jewellery clasp 
 
 Min strap length blue: 100mm 
 
 Max strap length: 191mm 
 
 2 year guarantee",40596,74.99,36.99,in_stock,https://www.sekonda.com/p/sekonda-celeste-starlet-ladies-watch-silver-alloy-case-bracelet-with-pink-dial-40596,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40596_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40596_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40596_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40596_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40596_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40596_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_57.jpg",Ladies
Sekonda Celeste Starlet Ladies Watch | Silver Alloy Case & Bracelet with Black Dial | 40619,DRESS,"This watch has a round, ion-plated silver alloy case with a stone set, black sunray dial. The watch is fastened with a ion-plated silver alloy, stone set semi-bangle bracelet with a jewellery clasp.","Model 40619
 
 Round, ion-plated silver alloy case 
 
 Black stone set dial 
 
 Ion-plated silver semi-bangle alloy bracelet 
 
 Jewellery clasp 
 
 2 year guarantee",40619,74.99,39.99,in_stock,https://www.sekonda.com/p/sekonda-celeste-starlet-ladies-watch-silver-alloy-case-bracelet-with-black-dial-40619,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40619_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40619_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40619_close_up.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40619_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40619_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40619_front.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_5.jpg",Ladies
Sekonda Ladies SS23 Sparkle Celeste Starlet Watches,SPARKLE,,,sekondaw Celeste Starlet Watches,74.99,36.99,in_stock,https://www.sekonda.com/p/ladies-ss23-sparkle-celeste-starlet-watches,,
Sekonda Stardust Ladies Watch | Silver Alloy Case & Bracelet with Silver Dial | 40590,DRESS,"The watch has a round, ion-plated silver alloy case with a silver glitter dial. The watch is fastened with an ion-plated silver alloy, semi-bangle bracelet.","Model 40590
 
 Round, ion-plated silver alloy case 
 Silver glitter dial. 
 
 Ion-plated silver alloy, semi-bangle bracelet. 
 
 Jewellery clasp 
 Min strap length blue: 115mm 
 
 Max strap length: 195mm 
 2 year guarantee",40590,64.99,34.99,in_stock,https://www.sekonda.com/p/sekonda-stardust-ladies-watch-silver-alloy-case-bracelet-with-silver-dial-40589,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40590_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40590_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40590_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40590_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40590_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40590_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_84.jpg",Ladies
Sekonda Stardust Ladies Watch | Rose Gold Alloy Case & Bracelet with Silver Dial | 40592,DRESS,"The watch has a round, ion-plated rose gold alloy case with a silver glitter dial. The watch is fastened with an ion-plated rose gold alloy, semi-bangle bracelet.","Model 40592
 Round, ion-plated rose gold alloy case 
 
 Silver glitter dial. 
 
 Ion-plated rose gold alloy, semi-bangle bracelet. 
 
 Jewellery clasp 
 
 Min strap length blue: 115mm 
 
 Max strap length: 195mm 
 
 2 year guarantee",40592,74.99,39.99,in_stock,https://www.sekonda.com/p/sekonda-stardust-ladies-watch-rose-gold-alloy-case-bracelet-with-silver-dial-40592,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40592_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40592_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40592_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40592_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40592_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40592_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_87.jpg",Ladies
Sekonda Stardust Ladies Watch | Black Alloy Case & Bracelet with Black Dial | 40593,DRESS,"The watch has a round, ion-plated black alloy case with a black glitter dial. The watch is fastened with an ion-plated black alloy, semi-bangle bracelet.","Model 40593
 Round, ion-plated black alloy case 
 
 Black glitter dial. 
 
 Ion-plated black alloy, semi-bangle bracelet. 
 
 Jewellery clasp 
 
 Min strap length blue: 115mm 
 
 Max strap length: 195mm 
 
 2 year guarantee",40593,74.99,39.99,in_stock,https://www.sekonda.com/p/sekonda-stardust-ladies-watch-black-alloy-case-bracelet-with-black-dial-40593,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40593_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40593_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40593_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40593_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40593_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40593_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_64.jpg",Ladies
Sekonda Ladies SS23 Sparkle Stardust Watches,SPARKLE,,,sekondaw ladies stardust watches,64.99,34.99,in_stock,https://www.sekonda.com/p/ladies-ss23-sparkle-stardust-watches,,
Sekonda Charlotte Ladies Watch | Rose Gold Case & Alloy Bracelet with Rose Gold Dial | 2400,DRESS,This timepiece features a rose gold plated stone set case enclosing a rose sunray dial. The watch is fastened with a rose gold plated bracelet for a contemporary finish.,"Model 2400
Round alloy case
Rose Gold dial
Rose Gold alloy bracelet
 Minimum length of bracelet: 130mm 
 Maximum length of bracelet: 190mm 
2 year guarantee",2400,69.99,,in_stock,https://www.sekonda.com/p/sekonda-editions-womens-fashion-watch-308,"https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2400_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2400_LEFT_SIDE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2400_FRONT_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2400_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_2400_lifestyle.jpg, https://www.sekonda.com/static/media/catalog/product/1/4/1417120639-89d66c6f00b1dbff0e1f1efce85f236e047fd1f37cbba548e2e25674213fb18f-d_200x150.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2400_BACK_BUCKLE.jpg, https://www.sekonda.com/static/media/catalog/product/i/m/SEKONDA_2400_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_137.jpg",Ladies
Sekonda Charlotte Ladies Watch | Silver Case & Alloy Bracelet with Silver Dial | 40348,DRESS,"This watch features a round, silver coloured case housing a silver coloured sunray dial. Fastened with a silver coloured alloy bracelet.","Model 40348
Round Alloy Case
Silver dial
Silver Alloy Bracelet
2 year guarantee",40348,69.99,,in_stock,https://www.sekonda.com/p/sekonda-ladies-classic-watch-silver-case-alloy-bracelet-with-silver-dial-40348,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_front_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_left_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_closeup_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_right_1.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_buckle.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_front.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40348_lifestyle_09.2024.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_12.jpg",Ladies
Sekonda Charlotte Ladies Watch | Rose Gold Case & Alloy Bracelet with Ruby Dial | 40290,DRESS,"The Ruby Classic, as seen on TV. This watch features a round, rose gold coloured case housing a burgundy sunray dial. Fastened with a rose gold coloured stainless steel bracelet. ","Model 40290
Round Alloy Case
Red dial
Rose Gold Alloy Bracelet
2 year guarantee",40290,69.99,,in_stock,https://www.sekonda.com/p/sekonda-ladies-classic-watch-rose-gold-case-alloy-bracelet-with-red-dial-40290,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_closeup.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/1/3/1386209404-6f9278cd2fac2accdcd8f86c34b7b34187652b8482bf07c45252033879fcc298-d_295x166.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_buckle.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_front.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_lifestyle.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40290_lifestyle-2.jpg, https://www.sekonda.com/static/media/catalog/product/1/4/1417128030-91435df5ba18146c6bb0c24bd86fa3c568e3292a58feb4bf52d2831b64239738-d_200x150.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_144.jpg",Ladies
Sekonda Ladies Charlotte Classic Watch ,CLASSIC,,,sekondaw-charlotte-classic,69.99,,in_stock,https://www.sekonda.com/p/ladies-classic-watch-sekondaw40290,,
Sekonda Charlotte Ladies Watch | Silver Case & Alloy Bracelet with Blue Dial | 40478,DRESS,"This watch has a round, silver ion-plated alloy case with a blue sunray dial and is fastened with a silver ion plated alloy bracelet","Model 40478
Round, silver ion-plated alloy case
Blue dial
Silver ion-plated alloy bracelet
2 year guarantee",40478,69.99,,in_stock,https://www.sekonda.com/p/sekonda-charlotte-ladies-watch-silver-case-alloy-bracelet-with-blue-dial-40478,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40478_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40478_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40478_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40478_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40478_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_57.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40478_FRONT.png",Ladies
Sekonda Charlotte Ladies Watch | Silver Case & Alloy Bracelet with Pink Dial | 40477,DRESS,"This watch has a round, silver ion-plated alloy case with a pink sunray dial and is fastened with a silver ion plated alloy bracelet.","Model 40477
Round, silver ion-plated alloy case
Pink dial
Silver ion-plated alloy bracelet
2 year guarantee",40477,69.99,,in_stock,https://www.sekonda.com/p/sekonda-ladies-charlotte-watch-silver-case-alloy-bracelet-with-pink-dial-40477,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40477_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40477_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40477_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40477_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40477_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_45.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40477_FRONT.png",Ladies
Sekonda Charlotte Ladies Watch | Two Tone Alloy Case & Bracelet with Silver Dial | 40561,DRESS,"This watch has a round, two tone, ion-plated silver and gold, stone set alloy case with a silver sunray dial. The watch is fastened with a two tone, ion-plated silver and gold alloy bracelet.","Model 40561
 Two tone, ion-plated silver and gold alloy case 
 Stone set 
 Silver sunray dial 
 Two tone, ion-plated silver and gold alloy bracelet 
 Min bracelet length: 130mm 
 Max bracelet length: 190mm 
 2 year guarantee",40561,69.99,,in_stock,https://www.sekonda.com/p/sekonda-charlotte-ladies-watch-two-tone-alloy-case-bracelet-with-silver-dial-40561,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40561_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40561_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40561_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40561_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40561_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40561_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_52.jpg",Ladies
Sekonda Charlotte Ladies Watch | Gold Alloy Case & Bracelet with Black Dial | 40562,DRESS,"This watch has a round, ion-plated gold, stone set alloy case with a black sunray dial. The watch is fastened with an ion-plated gold alloy bracelet.","Model 40562
 Ion-plated gold alloy case 
 Stone set 
 Black sunray dial 
 Ion-plated gold alloy bracelet 
 Min bracelet length: 130mm 
 Max bracelet length: 190mm 
 2 year guarantee",40562,69.99,,in_stock,https://www.sekonda.com/p/sekonda-charlotte-ladies-watch-gold-alloy-case-bracelet-with-black-dial-40562,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40562_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40562_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40562_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40562_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40562_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40562_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_3_15.jpg",Ladies
